label,prompt,mean_same,max_other,score
Fomitopsis mounceae,Fomitopsis mounceae with brown and black coloring and rough texture,-inf,-inf,
Fomitopsis mounceae,brown Fomitopsis mounceae mushroom with irregular cap,-inf,-inf,
Fomitopsis mounceae,Fomitopsis mounceae mushroom with gray coloration,-inf,-inf,
Fomitopsis mounceae,mushroom displaying gray tones,-inf,-inf,
Fomitopsis mounceae,gray-colored Fomitopsis mounceae fungus,-inf,-inf,
Fomitopsis mounceae,photograph of gray Fomitopsis mounceae,-inf,-inf,
Fomitopsis mounceae,naturally lit photograph of Fomitopsis mounceae,-inf,-inf,
Fomitopsis mounceae,Fomitopsis mounceae in naturally lit conditions,-inf,-inf,
Fomitopsis mounceae,Fomitopsis mounceae with black and gray coloring and rough texture,-inf,-inf,
Fomitopsis mounceae,black Fomitopsis mounceae mushroom with irregular cap,-inf,-inf,
Fomitopsis mounceae,Fomitopsis mounceae mushroom with cream coloration,-inf,-inf,
Fomitopsis mounceae,mushroom displaying cream tones,-inf,-inf,
Fomitopsis mounceae,cream-colored Fomitopsis mounceae fungus,-inf,-inf,
Fomitopsis mounceae,photograph of cream Fomitopsis mounceae,-inf,-inf,
Fomitopsis mounceae,"Fomitopsis mounceae with wide, spreading form",-inf,-inf,
Fomitopsis mounceae,"mushroom displaying wide, spreading form",-inf,-inf,
Fomitopsis mounceae,"Fomitopsis mounceae showing wide, spreading form",-inf,-inf,
Fomitopsis mounceae,high contrast photograph of Fomitopsis mounceae,-inf,-inf,
Fomitopsis mounceae,Fomitopsis mounceae in high contrast conditions,-inf,-inf,
Fomitopsis mounceae,Fomitopsis mounceae with gray and black coloring and rough texture,-inf,-inf,
Fomitopsis mounceae,gray Fomitopsis mounceae mushroom with irregular cap,-inf,-inf,
Fomitopsis mounceae,Fomitopsis mounceae typically displaying black coloration,-inf,-inf,
Fomitopsis mounceae,Fomitopsis mounceae typically displaying gray coloration,-inf,-inf,
Fomitopsis mounceae,Fomitopsis mounceae typically displaying brown coloration,-inf,-inf,
Fomitopsis mounceae,Fomitopsis mounceae commonly showing rough,-inf,-inf,
Fomitopsis mounceae,Fomitopsis mounceae commonly showing highly detailed,-inf,-inf,
Fomitopsis pinicola,Fomitopsis pinicola mushroom with gray coloration,-inf,-inf,
Fomitopsis pinicola,mushroom displaying gray tones,-inf,-inf,
Fomitopsis pinicola,gray-colored Fomitopsis pinicola fungus,-inf,-inf,
Fomitopsis pinicola,photograph of gray Fomitopsis pinicola,-inf,-inf,
Fomitopsis pinicola,Fomitopsis pinicola mushroom with black coloration,-inf,-inf,
Fomitopsis pinicola,mushroom displaying black tones,-inf,-inf,
Fomitopsis pinicola,black-colored Fomitopsis pinicola fungus,-inf,-inf,
Fomitopsis pinicola,photograph of black Fomitopsis pinicola,-inf,-inf,
Fomitopsis pinicola,Fomitopsis pinicola showing rough surface,-inf,-inf,
Fomitopsis pinicola,mushroom with rough cap texture,-inf,-inf,
Fomitopsis pinicola,rough Fomitopsis pinicola specimen,-inf,-inf,
Fomitopsis pinicola,Fomitopsis pinicola showing highly detailed surface,-inf,-inf,
Fomitopsis pinicola,mushroom with highly detailed cap texture,-inf,-inf,
Fomitopsis pinicola,highly detailed Fomitopsis pinicola specimen,-inf,-inf,
Fomitopsis pinicola,Fomitopsis pinicola with irregular cap,-inf,-inf,
Fomitopsis pinicola,mushroom displaying irregular cap,-inf,-inf,
Fomitopsis pinicola,Fomitopsis pinicola showing irregular cap,-inf,-inf,
Fomitopsis pinicola,Fomitopsis pinicola with balanced proportions,-inf,-inf,
Fomitopsis pinicola,mushroom displaying balanced proportions,-inf,-inf,
Fomitopsis pinicola,Fomitopsis pinicola showing balanced proportions,-inf,-inf,
Fomitopsis pinicola,naturally lit photograph of Fomitopsis pinicola,-inf,-inf,
Fomitopsis pinicola,Fomitopsis pinicola in naturally lit conditions,-inf,-inf,
Fomitopsis pinicola,balanced contrast photograph of Fomitopsis pinicola,-inf,-inf,
Fomitopsis pinicola,Fomitopsis pinicola in balanced contrast conditions,-inf,-inf,
Fomitopsis pinicola,Fomitopsis pinicola with gray and black coloring and rough texture,-inf,-inf,
Fomitopsis pinicola,gray Fomitopsis pinicola mushroom with irregular cap,-inf,-inf,
Fomitopsis pinicola,"Fomitopsis pinicola with wide, spreading form",-inf,-inf,
Fomitopsis pinicola,"mushroom displaying wide, spreading form",-inf,-inf,
Fomitopsis pinicola,"Fomitopsis pinicola showing wide, spreading form",-inf,-inf,
Fomitopsis pinicola,"Fomitopsis pinicola with tall, narrow form",-inf,-inf,
Fomitopsis pinicola,"mushroom displaying tall, narrow form",-inf,-inf,
Fomitopsis pinicola,"Fomitopsis pinicola showing tall, narrow form",-inf,-inf,
Fomitopsis pinicola,Fomitopsis pinicola with black and gray coloring and rough texture,-inf,-inf,
Fomitopsis pinicola,black Fomitopsis pinicola mushroom with irregular cap,-inf,-inf,
Fomitopsis pinicola,Fomitopsis pinicola mushroom with cream coloration,-inf,-inf,
Fomitopsis pinicola,mushroom displaying cream tones,-inf,-inf,
Fomitopsis pinicola,cream-colored Fomitopsis pinicola fungus,-inf,-inf,
Fomitopsis pinicola,photograph of cream Fomitopsis pinicola,-inf,-inf,
Fomitopsis pinicola,Fomitopsis pinicola mushroom with tan coloration,-inf,-inf,
Fomitopsis pinicola,mushroom displaying tan tones,-inf,-inf,
Fomitopsis pinicola,tan-colored Fomitopsis pinicola fungus,-inf,-inf,
Fomitopsis pinicola,photograph of tan Fomitopsis pinicola,-inf,-inf,
Fomitopsis pinicola,Fomitopsis pinicola showing moderately textured surface,-inf,-inf,
Fomitopsis pinicola,mushroom with moderately textured cap texture,-inf,-inf,
Fomitopsis pinicola,moderately textured Fomitopsis pinicola specimen,-inf,-inf,
Fomitopsis pinicola,high contrast photograph of Fomitopsis pinicola,-inf,-inf,
Fomitopsis pinicola,Fomitopsis pinicola in high contrast conditions,-inf,-inf,
Fomitopsis pinicola,Fomitopsis pinicola with cream and black coloring and moderately textured texture,-inf,-inf,
Fomitopsis pinicola,cream Fomitopsis pinicola mushroom with irregular cap,-inf,-inf,
Fomitopsis pinicola,"dark, shadowy photograph of Fomitopsis pinicola",-inf,-inf,
Fomitopsis pinicola,"Fomitopsis pinicola in dark, shadowy conditions",-inf,-inf,
Fomitopsis pinicola,Fomitopsis pinicola with gray and black coloring and moderately textured texture,-inf,-inf,
Fomitopsis pinicola,Fomitopsis pinicola typically displaying black coloration,-inf,-inf,
Fomitopsis pinicola,Fomitopsis pinicola typically displaying gray coloration,-inf,-inf,
Fomitopsis pinicola,Fomitopsis pinicola typically displaying cream coloration,-inf,-inf,
Fomitopsis pinicola,Fomitopsis pinicola commonly showing highly detailed,-inf,-inf,
Fomitopsis pinicola,Fomitopsis pinicola commonly showing rough,-inf,-inf,
Galerina marginata,Galerina marginata mushroom with brown coloration,-inf,-inf,
Galerina marginata,mushroom displaying brown tones,-inf,-inf,
Galerina marginata,brown-colored Galerina marginata fungus,-inf,-inf,
Galerina marginata,photograph of brown Galerina marginata,-inf,-inf,
Galerina marginata,Galerina marginata mushroom with tan coloration,-inf,-inf,
Galerina marginata,mushroom displaying tan tones,-inf,-inf,
Galerina marginata,tan-colored Galerina marginata fungus,-inf,-inf,
Galerina marginata,photograph of tan Galerina marginata,-inf,-inf,
Galerina marginata,Galerina marginata mushroom with black coloration,-inf,-inf,
Galerina marginata,mushroom displaying black tones,-inf,-inf,
Galerina marginata,black-colored Galerina marginata fungus,-inf,-inf,
Galerina marginata,photograph of black Galerina marginata,-inf,-inf,
Galerina marginata,Galerina marginata showing rough surface,-inf,-inf,
Galerina marginata,mushroom with rough cap texture,-inf,-inf,
Galerina marginata,rough Galerina marginata specimen,-inf,-inf,
Galerina marginata,Galerina marginata showing textured surface,-inf,-inf,
Galerina marginata,mushroom with textured cap texture,-inf,-inf,
Galerina marginata,textured Galerina marginata specimen,-inf,-inf,
Galerina marginata,Galerina marginata with irregular cap,-inf,-inf,
Galerina marginata,mushroom displaying irregular cap,-inf,-inf,
Galerina marginata,Galerina marginata showing irregular cap,-inf,-inf,
Galerina marginata,Galerina marginata with balanced proportions,-inf,-inf,
Galerina marginata,mushroom displaying balanced proportions,-inf,-inf,
Galerina marginata,Galerina marginata showing balanced proportions,-inf,-inf,
Galerina marginata,naturally lit photograph of Galerina marginata,-inf,-inf,
Galerina marginata,Galerina marginata in naturally lit conditions,-inf,-inf,
Galerina marginata,balanced contrast photograph of Galerina marginata,-inf,-inf,
Galerina marginata,Galerina marginata in balanced contrast conditions,-inf,-inf,
Galerina marginata,Galerina marginata with brown and tan coloring and rough texture,-inf,-inf,
Galerina marginata,brown Galerina marginata mushroom with irregular cap,-inf,-inf,
Galerina marginata,Galerina marginata mushroom with yellow coloration,-inf,-inf,
Galerina marginata,mushroom displaying yellow tones,-inf,-inf,
Galerina marginata,yellow-colored Galerina marginata fungus,-inf,-inf,
Galerina marginata,photograph of yellow Galerina marginata,-inf,-inf,
Galerina marginata,Galerina marginata showing moderately textured surface,-inf,-inf,
Galerina marginata,mushroom with moderately textured cap texture,-inf,-inf,
Galerina marginata,moderately textured Galerina marginata specimen,-inf,-inf,
Galerina marginata,Galerina marginata showing highly detailed surface,-inf,-inf,
Galerina marginata,mushroom with highly detailed cap texture,-inf,-inf,
Galerina marginata,highly detailed Galerina marginata specimen,-inf,-inf,
Galerina marginata,"dark, shadowy photograph of Galerina marginata",-inf,-inf,
Galerina marginata,"Galerina marginata in dark, shadowy conditions",-inf,-inf,
Galerina marginata,Galerina marginata with brown and black coloring and moderately textured texture,-inf,-inf,
Galerina marginata,Galerina marginata mushroom with gray coloration,-inf,-inf,
Galerina marginata,mushroom displaying gray tones,-inf,-inf,
Galerina marginata,gray-colored Galerina marginata fungus,-inf,-inf,
Galerina marginata,photograph of gray Galerina marginata,-inf,-inf,
Galerina marginata,"Galerina marginata with tall, narrow form",-inf,-inf,
Galerina marginata,"mushroom displaying tall, narrow form",-inf,-inf,
Galerina marginata,"Galerina marginata showing tall, narrow form",-inf,-inf,
Galerina marginata,high contrast photograph of Galerina marginata,-inf,-inf,
Galerina marginata,Galerina marginata in high contrast conditions,-inf,-inf,
Galerina marginata,Galerina marginata with black and gray coloring and rough texture,-inf,-inf,
Galerina marginata,black Galerina marginata mushroom with irregular cap,-inf,-inf,
Galerina marginata,Galerina marginata with brown and gray coloring and moderately textured texture,-inf,-inf,
Galerina marginata,Galerina marginata typically displaying brown coloration,-inf,-inf,
Galerina marginata,Galerina marginata typically displaying black coloration,-inf,-inf,
Galerina marginata,Galerina marginata typically displaying gray coloration,-inf,-inf,
Galerina marginata,Galerina marginata commonly showing rough,-inf,-inf,
Galerina marginata,Galerina marginata commonly showing highly detailed,-inf,-inf,
Ganoderma applanatum,Ganoderma applanatum mushroom with brown coloration,-inf,-inf,
Ganoderma applanatum,mushroom displaying brown tones,-inf,-inf,
Ganoderma applanatum,brown-colored Ganoderma applanatum fungus,-inf,-inf,
Ganoderma applanatum,photograph of brown Ganoderma applanatum,-inf,-inf,
Ganoderma applanatum,Ganoderma applanatum mushroom with black coloration,-inf,-inf,
Ganoderma applanatum,mushroom displaying black tones,-inf,-inf,
Ganoderma applanatum,black-colored Ganoderma applanatum fungus,-inf,-inf,
Ganoderma applanatum,photograph of black Ganoderma applanatum,-inf,-inf,
Ganoderma applanatum,Ganoderma applanatum showing moderately textured surface,-inf,-inf,
Ganoderma applanatum,mushroom with moderately textured cap texture,-inf,-inf,
Ganoderma applanatum,moderately textured Ganoderma applanatum specimen,-inf,-inf,
Ganoderma applanatum,Ganoderma applanatum showing highly detailed surface,-inf,-inf,
Ganoderma applanatum,mushroom with highly detailed cap texture,-inf,-inf,
Ganoderma applanatum,highly detailed Ganoderma applanatum specimen,-inf,-inf,
Ganoderma applanatum,Ganoderma applanatum with irregular cap,-inf,-inf,
Ganoderma applanatum,mushroom displaying irregular cap,-inf,-inf,
Ganoderma applanatum,Ganoderma applanatum showing irregular cap,-inf,-inf,
Ganoderma applanatum,Ganoderma applanatum with balanced proportions,-inf,-inf,
Ganoderma applanatum,mushroom displaying balanced proportions,-inf,-inf,
Ganoderma applanatum,Ganoderma applanatum showing balanced proportions,-inf,-inf,
Ganoderma applanatum,naturally lit photograph of Ganoderma applanatum,-inf,-inf,
Ganoderma applanatum,Ganoderma applanatum in naturally lit conditions,-inf,-inf,
Ganoderma applanatum,balanced contrast photograph of Ganoderma applanatum,-inf,-inf,
Ganoderma applanatum,Ganoderma applanatum in balanced contrast conditions,-inf,-inf,
Ganoderma applanatum,Ganoderma applanatum with brown and black coloring and moderately textured texture,-inf,-inf,
Ganoderma applanatum,brown Ganoderma applanatum mushroom with irregular cap,-inf,-inf,
Ganoderma applanatum,Ganoderma applanatum mushroom with gray coloration,-inf,-inf,
Ganoderma applanatum,mushroom displaying gray tones,-inf,-inf,
Ganoderma applanatum,gray-colored Ganoderma applanatum fungus,-inf,-inf,
Ganoderma applanatum,photograph of gray Ganoderma applanatum,-inf,-inf,
Ganoderma applanatum,Ganoderma applanatum showing rough surface,-inf,-inf,
Ganoderma applanatum,mushroom with rough cap texture,-inf,-inf,
Ganoderma applanatum,rough Ganoderma applanatum specimen,-inf,-inf,
Ganoderma applanatum,"Ganoderma applanatum with tall, narrow form",-inf,-inf,
Ganoderma applanatum,"mushroom displaying tall, narrow form",-inf,-inf,
Ganoderma applanatum,"Ganoderma applanatum showing tall, narrow form",-inf,-inf,
Ganoderma applanatum,Ganoderma applanatum with gray and black coloring and rough texture,-inf,-inf,
Ganoderma applanatum,gray Ganoderma applanatum mushroom with irregular cap,-inf,-inf,
Ganoderma applanatum,high contrast photograph of Ganoderma applanatum,-inf,-inf,
Ganoderma applanatum,Ganoderma applanatum in high contrast conditions,-inf,-inf,
Ganoderma applanatum,Ganoderma applanatum with gray and black coloring and moderately textured texture,-inf,-inf,
Ganoderma applanatum,Ganoderma applanatum mushroom with cream coloration,-inf,-inf,
Ganoderma applanatum,mushroom displaying cream tones,-inf,-inf,
Ganoderma applanatum,cream-colored Ganoderma applanatum fungus,-inf,-inf,
Ganoderma applanatum,photograph of cream Ganoderma applanatum,-inf,-inf,
Ganoderma applanatum,Ganoderma applanatum with black and cream coloring and rough texture,-inf,-inf,
Ganoderma applanatum,black Ganoderma applanatum mushroom with irregular cap,-inf,-inf,
Ganoderma applanatum,Ganoderma applanatum mushroom with tan coloration,-inf,-inf,
Ganoderma applanatum,mushroom displaying tan tones,-inf,-inf,
Ganoderma applanatum,tan-colored Ganoderma applanatum fungus,-inf,-inf,
Ganoderma applanatum,photograph of tan Ganoderma applanatum,-inf,-inf,
Ganoderma applanatum,Ganoderma applanatum with tan and brown coloring and rough texture,-inf,-inf,
Ganoderma applanatum,tan Ganoderma applanatum mushroom with irregular cap,-inf,-inf,
Ganoderma applanatum,Ganoderma applanatum typically displaying black coloration,-inf,-inf,
Ganoderma applanatum,Ganoderma applanatum typically displaying gray coloration,-inf,-inf,
Ganoderma applanatum,Ganoderma applanatum typically displaying brown coloration,-inf,-inf,
Ganoderma applanatum,Ganoderma applanatum commonly showing highly detailed,-inf,-inf,
Ganoderma applanatum,Ganoderma applanatum commonly showing rough,-inf,-inf,
Ganoderma applanatum,a photo of Artistís fungus,-inf,-inf,
Ganoderma applanatum,a photograph of Artistís fungus,-inf,-inf,
Ganoderma applanatum,Artistís fungus mushroom,-inf,-inf,
Ganoderma applanatum,Artistís fungus fungus,-inf,-inf,
Ganoderma applanatum,photo of Artistís fungus mushroom,-inf,-inf,
Ganoderma applanatum,field guide photo of Artistís fungus,-inf,-inf,
Ganoderma applanatum,a photo of Artistis Conk,-inf,-inf,
Ganoderma applanatum,a photograph of Artistis Conk,-inf,-inf,
Ganoderma applanatum,Artistis Conk mushroom,-inf,-inf,
Ganoderma applanatum,Artistis Conk fungus,-inf,-inf,
Ganoderma applanatum,photo of Artistis Conk mushroom,-inf,-inf,
Ganoderma applanatum,field guide photo of Artistis Conk,-inf,-inf,
Ganoderma curtisii,Ganoderma curtisii mushroom with brown coloration,-inf,-inf,
Ganoderma curtisii,mushroom displaying brown tones,-inf,-inf,
Ganoderma curtisii,brown-colored Ganoderma curtisii fungus,-inf,-inf,
Ganoderma curtisii,photograph of brown Ganoderma curtisii,-inf,-inf,
